created_at,full_text,id_str,lang
Wed Sep 03 06:52:46 +0000 2025,anjay #kaburajadulu,1963133046271496618,en
Wed Sep 03 06:50:24 +0000 2025,Babiiiiiiiiiii kemaren #KaburAjaDulu ama lu dikatain ajggg taiiii padahal dari dulu elu pencetus kabur dari masalah KONTOL,1963132451359686786,in
Wed Sep 03 06:44:21 +0000 2025,AYUK tp indo gaada salju jadi kita #KaburAjaDulu https://t.co/thFYCLj9Ra,1963130929385185480,in
Wed Sep 03 06:23:07 +0000 2025,@adith_wp @kotakmakan Elemen oke ini banyak tapi summarynya sih; Opportunities banyak tapi untuk #KaburAjaDulu trendnya makin kompetitif karena regulasi gov yg ada skrg sengaja mempersulit perusahaan untuk merekrut pekerja dari luar UK.,1963125584256475338,in
Wed Sep 03 06:17:12 +0000 2025,#KaburAjaDulu ??? giliran nemuin rakyat aja takut lu pler,1963124097149202621,in
Wed Sep 03 06:16:44 +0000 2025,Iihh ayooo provokatorin biar pada demo di jepang.. biar #kaburajadulu ke jepang ga. Isa lagi gegara dibanned ama jepang.. ayookk bisa yookk jadi provokator,1963123978869903752,in
Wed Sep 03 05:47:54 +0000 2025,Lebih sering #KaburAjaDulu wkwwkwk,1963116725236646344,in
Wed Sep 03 05:40:46 +0000 2025,udah dibilangin beliau ini pelopor dan ketua #kaburajadulu.,1963114926546796931,in
Wed Sep 03 05:40:20 +0000 2025,Waduh di nihong udah kejadian kah setelah demo anti migran @daddyyuki Kalau udah mulai diterapin indo secara paksa udahlah #KaburAjaDulu ke desa iya kan @ThatSun510?,1963114820330242518,in
Wed Sep 03 05:39:03 +0000 2025,si paling #KaburAjaDulu,1963114495045202244,tl
Wed Sep 03 05:30:04 +0000 2025,pelopor #KaburAjaDulu sebenarnya kan emang ini orang wkwkw gitu kok pernah ada yang marah-marah kalau ada rakyat yang mau kabur ke luar negeri? ,1963112234491519214,in
Wed Sep 03 05:08:31 +0000 2025,prabowo dan antek asing #kaburajadulu,1963106812015853895,in
Wed Sep 03 05:03:40 +0000 2025,Wo wo cape ya perang sama Owi makanya #kaburajadulu,1963105591523778566,in
Wed Sep 03 05:00:35 +0000 2025,oke sydney pemenangnya #KaburAjaDulu,1963104817511035109,in
Wed Sep 03 04:52:36 +0000 2025,#KaburAjaDulu gak sih? ,1963102806711443615,in
Wed Sep 03 04:47:46 +0000 2025,#KaburAjaDulu dari tanggungjawab,1963101589478285552,in
Wed Sep 03 04:44:59 +0000 2025,Yg #kaburajadulu diragukan nasionalisme nya :p,1963100890073899238,in
Wed Sep 03 04:41:14 +0000 2025,say it louder!!! terutama buat penggagas ide #kaburajadulu beserta kang cebok rezim ehh lupa ndak iso boso enggress,1963099947123056769,in
Wed Sep 03 04:17:31 +0000 2025,@ThatSun510 @truthspace_ @hanan052020 @wannafigh yang #kaburajadulu via pekerja imigran rata2 dikirim ke pelosok2 kalo yang lagi halan-halan ke Ginza apa lagi ampe makan di resto yg wow belanja di Mall itu mgkn di negara asalnya emang udah SELEB. kalo seperti video mgkn banyak penampakannya di akihabara shinjuku,1963093979496411373,in
Wed Sep 03 04:16:15 +0000 2025,Di mata orang indonesia aku dianggap berpikir terlalu jauh Mau #kaburajadulu modalnya belum ada.,1963093657801691150,in
Wed Sep 03 04:04:52 +0000 2025,@IndoPopBase lho kok malah #KaburAjaDulu ??,1963090792823783866,in
Wed Sep 03 04:04:36 +0000 2025,Memang benar beliau ini pelopor #KaburAjaDulu,1963090725559795900,in
Wed Sep 03 04:00:01 +0000 2025,Itu presiden lagi #kaburajadulu ke China apa gimana wkwk Apa kaya bocil yg gak mau ketinggal nonton tank,1963089573065720261,in
Wed Sep 03 03:55:06 +0000 2025,Emg pemimpin dalam #KaburAjaDulu dari 98 sukanya lari ,1963088335649571287,in
Wed Sep 03 03:53:15 +0000 2025,jangankan dpr presiden aja #KaburAjaDulu,1963087872288031037,in
Wed Sep 03 03:50:16 +0000 2025,Si Prabowo #KaburAjaDulu ke Tiongkok. Situasi udah aman katanya wkwkwkwk. Selesai kasih naik pangkat ke polisi pembunuh rakyat yang demo omon-omon makar ha ho ha ho merdeka nyalahin asing sebagai biang demo tetep aja doi ngebet ke asing lagi. #ResetIndonesia #RIPDemokrasi https://t.co/5JLVJWJz6W,1963087118437322890,in
Wed Sep 03 03:49:54 +0000 2025,@ch4o5Myth @truthspace_ @hanan052020 @wannafigh Nah itu maksudnya yg sesuai maksud konten video di atas tiba2 #kaburajadulu lalu memenuhi ginza ,1963087026439516531,in
Wed Sep 03 03:49:36 +0000 2025,@lantip Mungkin Pak prab nggak tau karena pada saat UU itu akan di sahkan beliau lagi persiapan #KaburAjaDulu ke yordania,1963086950614892688,in
Wed Sep 03 03:47:26 +0000 2025,@ThatSun510 @truthspace_ @hanan052020 @wannafigh yg belum bersih itu biasanya yang baru2 #kaburajadulu dan yang mau dan bisa membaur ama lokal.,1963086408261996634,in
Wed Sep 03 03:46:52 +0000 2025,#kaburajadulu nya mana??,1963086262518378537,in
Wed Sep 03 03:46:21 +0000 2025,oh kasih ijin aparat bertindak terus rakyat mau ga mau harus mundur dulu biar dia bisa ke china #KaburAjaDulu,1963086136160469034,in
Wed Sep 03 03:39:17 +0000 2025,hahaha rakyatnya #KaburAjaDulu katanya gak cinta tanah air meanwhile pemimpinnya kabur-kaburan wkwkwk negara kocak,1963084356093936108,in
Wed Sep 03 03:37:11 +0000 2025,@bpdebut Bukan #KaburAjaDulu lagi ini mah kabur mulu. #runpiggyrun,1963083829184536802,in
Wed Sep 03 03:35:11 +0000 2025,Telat bgt sis klo mau ikut trend #kaburajadulu,1963083322416103597,in
Wed Sep 03 03:21:11 +0000 2025,@txtdrimedia Berharap apa sama presiden yang ikutan #KaburAjaDulu ,1963079803172749462,in
Wed Sep 03 03:20:46 +0000 2025,Bro menerapkan #kaburajadulu (lagi) tp kali ini ke china,1963079697333674343,in
Wed Sep 03 03:13:58 +0000 2025,@IndoPopBase Wkwkwk #kaburajadulu,1963077985017463042,in
Wed Sep 03 03:06:24 +0000 2025,Kak environment engineering info pls dunia sudah rusak tp knp info kerja tl utk #KaburAjaDulu susah yaaa ,1963076079419367495,in
Wed Sep 03 02:46:58 +0000 2025,@dorkycc dedengkot nya #kaburajadulu,1963071192035930192,in
Wed Sep 03 02:40:54 +0000 2025,@ayamcemanaini @somexthread Makanya gw bilang harus ada tragedy semacam itu gaharus kiamat. KLO kiamat udah end game. Negara ini sama pemerintah mau dibawa kemana juga gatau. #kaburajadulu malah pejabatnya rakyat dimarahin. Sedangkan pejabat? Mana keadilan???,1963069664994750624,in
Wed Sep 03 02:39:44 +0000 2025,#kaburajadulu ye gak,1963069371544420506,in
Wed Sep 03 02:33:10 +0000 2025,@doriyaaki dia lg ikut program #kaburajadulu,1963067718967468038,in
Wed Sep 03 01:45:09 +0000 2025,@kompascom Bahkan presiden nya #KaburAjaDulu,1963055633206477257,in
Wed Sep 03 01:28:47 +0000 2025,#KaburAjaDulu koplok,1963051516048376150,tr
Wed Sep 03 01:21:38 +0000 2025,#indonesiagelap itu nyata bukan fiksi. #kaburajadulu juga nyata sudah dipraktekkan oleh para anggota dpr yg kabur dari tanggungjawabnya saat diberi amanah rakyat. Mana jiwa patriotnya? nasionalismenya? Mungkin mereka tidak punya semua itu pejabat pengkhianat cita2 kemerdekaan. https://t.co/y1Z9giveh2,1963049715911819411,in
Wed Sep 03 01:20:46 +0000 2025,Kamu belum lulus dan mau buat #KaburAjaDulu ke Jepang 🇯🇵 ? Beberapa klien saya sedang mencari banyak lulusan fresh grads untuk tahun 2026 dan 2027 ^^ Buat adik-adik yang masih galau mau ngejar JLPT atau enggak. Inilah saatnya. Kamu dapat JLPT N2 sebelum lulus kirim email ke https://t.co/XZ8dvLyK38,1963049498709827592,in
Wed Sep 03 01:01:50 +0000 2025,disaat semua org mau ketemu dia dia mlah ketemu xi jinping anjr THAT REAL #KaburAjaDulu yg sesungguhnya,1963044733623980453,in
Wed Sep 03 00:47:19 +0000 2025,WKWKWKWKK pionir #KaburAjaDulu,1963041078397063677,in
Wed Sep 03 00:34:10 +0000 2025,@learnuri Saat ini sih DPR kak kalau engga ya #KaburAjaDulu ,1963037768021664166,in
Wed Sep 03 00:15:21 +0000 2025,@txtdrimedia biasanya jg begitu kan ya dia #KaburAjaDulu,1963033033583558986,in
Wed Sep 03 00:08:29 +0000 2025,pgn punya pacar nagumo yoichi knp gada di dunia nyata. apa ak hrs pindah ke duni anime sekalian #kaburajadulu,1963031305735835993,in
Tue Sep 02 23:56:21 +0000 2025,kebiasaan ye kalo ada masalah suka #kaburajadulu wakakakaka,1963028254484529408,in
Tue Sep 02 23:53:04 +0000 2025,Sbnrnya yg perlu #KaburAjaDulu pejabat pejabat ini atau WNI sih? Katanya #KaburAjaDulu ga nasionalis,1963027428886089988,in
Tue Sep 02 23:35:55 +0000 2025,@TxtdariHI Dgn kondisi yg kayak gini emang paling bener #KaburAjaDulu ️,1963023112154579019,in
Tue Sep 02 23:32:07 +0000 2025,Untuk teman-teman yang mendoakan semoga harumi bisa #kaburajadulu mamak sama bapaknya aamiin paling kenceng. Bismillah ya nak,1963022154523664585,in
Tue Sep 02 23:31:53 +0000 2025,@TxtdariHI Bener2 ni orang sakit jiwa negara lagi chaos begini bisa2nya nyari kesempatan #KaburAjaDulu,1963022095170076906,in
Tue Sep 02 23:15:07 +0000 2025,@txtdrimedia Seperti biasa #KaburAjaDulu wkwkwkwkwkwk pdhl negara lagi keos dia malah sempet2nya pergi mana nitipin negara sama fufufafa lagi ,1963017875385622703,in
Tue Sep 02 18:57:46 +0000 2025,@txtdrimedia bro ril menerapkan #KABURAJADULU,1962953111879983186,in
Tue Sep 02 18:55:31 +0000 2025,ngeledek #kaburajadulu ternyata sendirinya juga xixixi,1962952544453542259,in
Tue Sep 02 18:48:14 +0000 2025,#KaburAjaDulu tapi jgn balik plssss.,1962950714780721252,in
Tue Sep 02 18:42:58 +0000 2025,ikut tren #KaburAjaDulu wok?,1962949389133218197,in
Tue Sep 02 18:37:13 +0000 2025,#KaburAjaDulu WKWKWK,1962947939640475721,in
Tue Sep 02 17:55:42 +0000 2025,@senjatanuklir Aelah #kaburajadulu,1962937492539367678,in
Tue Sep 02 17:40:33 +0000 2025,semakin mantap buat #kaburajadulu see u in another country 4-5 tahun lagi,1962933680579744014,in
Tue Sep 02 16:51:25 +0000 2025,@odydc susanti walaupun wni tapi ortu nya #kaburajadulu,1962921313837973692,in
Tue Sep 02 16:33:47 +0000 2025,disamperin rakyat malah #kaburajadulu terus sekarang semua udah kacau begini LU NGADAIN DINNER tolol,1962916878319550661,in
Tue Sep 02 16:31:07 +0000 2025,@kotakmakan Sumpah mas istri ku udah dari jaman #KaburAjaDulu.,1962916206794703315,in
Tue Sep 02 15:32:28 +0000 2025,@hellururu ayaaanggg aamiinn aamiin lovyuuu sekebon bestie till jannah masyaallah tabarakallah moms ️ yuk #KaburAjaDulu,1962901445340197165,in
Tue Sep 02 14:54:47 +0000 2025,ajakan #KaburAjaDulu makin rame di pc ntar dulu ajg gua masi nabung makanya gua sampe double job,1962891964837417001,in
Tue Sep 02 14:38:47 +0000 2025,it should be aib tapi biarin dunia tau sekecil apa kesejahteraan pekerja di Indonesia makannya #KaburAjaDulu,1962887935830937953,in
Tue Sep 02 14:37:55 +0000 2025,ohya lupa kan pada #KaburAjaDulu wkwk,1962887718297600016,in
Tue Sep 02 14:36:56 +0000 2025,#kaburajadulu tapi udah homesick padahal belum sehari https://t.co/DyNJZZBPXs,1962887470124863835,in
Tue Sep 02 14:31:48 +0000 2025,kiri kita pantengin pendukung wowok kanan kita tetep utamakan untuk #KaburAjaDulu https://t.co/w2NU3HwS3m,1962886179533242754,in
Tue Sep 02 14:30:35 +0000 2025,@wnanderer sengaja biar bisa #KaburAjaDulu,1962885872904478824,in
Tue Sep 02 14:28:49 +0000 2025,@HidayatiMe30318 Itu pak bani #kaburajadulu tapi bawa2 mylen sama jojo ,1962885430661234948,in
Tue Sep 02 14:06:31 +0000 2025,info jalur pinjem duit 100jt buat urus visa mau #KaburAjaDulu,1962879815452856510,in
Tue Sep 02 13:56:38 +0000 2025,Pakpres #KaburAjaDulu lagi ya? Hahahaha yaampun setan aja minder dah liatnya fix,1962877329040187653,in
Tue Sep 02 13:56:07 +0000 2025,@Mutafukaz_ @tempodotco Waktu ini dibikin. Doi lagi #KaburAjaDulu makanya ga paham,1962877199893274998,in
Tue Sep 02 13:42:21 +0000 2025,rill #KaburAjaDulu wkwkwkwk,1962873736614592961,in
Tue Sep 02 13:38:15 +0000 2025,Cihuyyy Ada yang kabur tp bukan rakyat #KaburAjaDulu https://t.co/aWTSq8b3XK,1962872703498756553,in
Tue Sep 02 12:57:59 +0000 2025,owo bilek: saatnya #KaburAjaDulu,1962862571461259726,in
Tue Sep 02 12:53:51 +0000 2025, demo bentuk demokrasi bukan provokasi malahan seharusnya kita ngga demo tapi berbincang yang ada malah #kaburajadulu,1962861531210903883,in
Tue Sep 02 12:51:03 +0000 2025,@poetetie Yang semangat terus #KaburAjaDulu,1962860824848187858,in
Tue Sep 02 12:37:05 +0000 2025,Yang susah rakyat yang #kaburajadulu malah yang ngabisin duit rakyat (bicara dengan nada sopan santun anggun lemah lembut),1962857308784074900,in
Tue Sep 02 12:28:12 +0000 2025,@mirieruu padahal lagi #KaburAjaDulu,1962855076546162988,in
Tue Sep 02 12:26:19 +0000 2025,@notmelie @Jateng_Twit udah susanti jangan balik indo #kaburajadulu,1962854599465013424,in
Tue Sep 02 12:23:26 +0000 2025,Bsk ak mau #kaburajadulu sp yg mw ikut https://t.co/BFvIGOHwbk,1962853875314286889,in
Tue Sep 02 12:09:52 +0000 2025,Sblum komen cb cek kondisi politik Jpn. Kemarin mrk bru demo anti imigran klo pelajar ID demo dsn makin panas itu politikny. Bs jadi gr2 mlh makin laku disana jualan anti imigran: Mau nanti #KaburAjaDulu ke Jepang jadi terbatas? Wkwk.,1962850461335323033,in
Tue Sep 02 12:09:40 +0000 2025,@xmurz19 @notmelie @Jateng_Twit Ternyata dia pencetus #kaburajadulu,1962850411528012164,in
Tue Sep 02 12:05:51 +0000 2025,jd susanti tuh #KaburAjaDulu ke malay ya,1962849449182638191,in
Tue Sep 02 11:58:15 +0000 2025,kalo ikut UTBK lagi juga gua gapunya banyak waktu luang buat belajar segala galanya terus juga gua ga terlalu yakin bakal bisa masuk ptn yang gw mau (ui) udhlah balik ke plan utama gw aja yaitu #kaburajadulu ️,1962847535451804065,in
Tue Sep 02 11:54:57 +0000 2025,@_siscasaras_ Aku mau #KaburAjaDulu jd khawatir ninggalin mama di rmh mana flight nya sebentar lg ,1962846706036625638,in
Tue Sep 02 11:40:24 +0000 2025,@ashiaapp Habis kena kasus PSHT soalnya. Entar kalo beneran dibanned pada gabisa #kaburajadulu ke jepang orang sininya...,1962843044593754405,in
Tue Sep 02 11:35:07 +0000 2025,@NenkMonica Judulnya kan anggota DPR yang terhormat #KaburAjaDulu,1962841717113307280,in
Tue Sep 02 11:19:54 +0000 2025,@agh___ Ga sia-sia doktrinku kemarin #kaburajadulu https://t.co/Wwm1gvrINe,1962837886430269874,in
Tue Sep 02 11:02:38 +0000 2025,Pemerintah: Kami bekerja untuk rakyat. Rakyat: Kerja apaan bangsat?! dengerin rakyat aja kagak ini udah gilakk anj pemerintah nya #IndonesiaGelap #KaburAjaDulu #ResetIndonesia #DaruratIndonesia #RakyatBersuara https://t.co/02Ager82td,1962833542175695195,in
Tue Sep 02 10:53:03 +0000 2025,Susanti sudah #kaburajadulu dari awal,1962831127372284092,in
Tue Sep 02 10:40:45 +0000 2025,susanti duta #KaburAjaDulu,1962828033477534068,in
Tue Sep 02 10:38:30 +0000 2025,@aartaglia Semoga Indonesia bisa lebih waras dan lebih adil biar kita gak perlu #KaburAjaDulu. Capek jg kalau rakyat selalu harus turun ke jalan buat didengar. Semoga yang di atas sadar kekuasaan itu soal tanggung jawab. Dan yang di bawah seperti kita semoga tetap kuat walau terus diuji. https://t.co/4ArFSPEmLI,1962827465711329418,in
Tue Sep 02 10:36:39 +0000 2025,@tanyakanrl Orangtua Susanti pasti milenial yang #kaburajadulu,1962827000244265180,in
Tue Sep 02 10:34:15 +0000 2025,susanti ikon #KaburAjaDulu,1962826398143500601,in
Tue Sep 02 10:32:32 +0000 2025,#KaburAjaDulu WKWKWKWKWKWKWKWKWKKWKWKWKWKW kata bahlil patut dipertanyakan nasionalisme nya,1962825964515442707,in
Tue Sep 02 10:30:13 +0000 2025,Menurut laporan bulanan Januari-Juli 2025 Badan Pelindungan Pekerja Migran Indonesia (BP2MI) negara-negara ini lagi jadi incaran WNI buat kerja di luar negeri! ️ Kalau Jobers dikasih kesempatan kira-kira mau kerja ke negara mana? #WorkAbroad #KerjaLuarNegeri #KaburAjaDulu https://t.co/iaq2LG6jTP,1962825383167857032,in
Tue Sep 02 10:18:53 +0000 2025,#kaburajadulu yang cocok kemana yaaa ~,1962822530118623348,in
Tue Sep 02 10:08:54 +0000 2025,DPR mereka aja rela panjat gerbang demi rakyat di sini kompak #KaburAjaDulu,1962820020486144060,in
Tue Sep 02 08:44:26 +0000 2025,Info loker by biar bisa #kaburajadulu gapapa jd kang mandiin hamster u juga @jennierubyjane,1962798763233464787,in
Tue Sep 02 08:42:12 +0000 2025,info loker malaysia background agriculture bisa adminstrative atau CSR. negara tetangga pls tampung saya saya sudah muak #kaburajadulu,1962798200861138965,in
Tue Sep 02 08:39:58 +0000 2025,@valiisaa Doi lagi asyik #KaburAjaDulu,1962797636626588041,in
Tue Sep 02 08:26:24 +0000 2025,not cool bro kayak gaada hari ESOK aje. Lagian nggak akan #KaburAjaDulu kayak pejabat-pejabat lu itu,1962794223125831837,in
Tue Sep 02 08:25:01 +0000 2025,sumpah abis lulus mau #KaburAjaDulu biar kayak pejabat terhormat itu,1962793873622880263,in
Tue Sep 02 08:04:37 +0000 2025,@frierensaga Biasanya langsung bikin video rangkuman teguran dan sentilan buat pejabat dan presiden kaya waktu #KaburAjaDulu dan #IndonesiaGelap.,1962788741162115429,in
Tue Sep 02 07:43:03 +0000 2025,izin kabur ke negara lain dlu #kaburajadulu https://t.co/sgavHhr2yp,1962783314517102899,in
Tue Sep 02 07:30:20 +0000 2025,Selama masih pegang paspor hijau mah gak usah ngajakin gelut sesama kita butuh persatuan supaya bisa menang gak usah guilt trip orang lain. Semua WNI kalau dikasih kesempatan juga bakal milih #KaburAjaDulu ,1962780111822037040,in
Tue Sep 02 07:02:06 +0000 2025,Jadi inget gerakan #KaburAjaDulu kemarin. Kalo yg dicintai gak membalas balik kita juga bakal mikir untuk terus bertahan yekan? Mencintai harus 2 arah timbal balik. Selalu seperti itu.,1962773008407302345,in
Tue Sep 02 06:55:19 +0000 2025,@okTehh Yuk kita #kaburajadulu beb ,1962771302722478442,in
Tue Sep 02 06:18:40 +0000 2025,Bukan mau #KaburAjaDulu ya tp memang lg tugas. Tp memang td bnyak teman² cipitku mereka mau Healing dulu https://t.co/C6TRfIcok2,1962762076960760269,in
Tue Sep 02 06:10:19 +0000 2025,Lagi cari info #KaburAjaDulu yg paling bisa dicapai malah nemu ini ,1962759975769686259,in
Tue Sep 02 00:20:16 +0000 2025,@paivting Negara viral. Negara tanpa konsep. Fomo. Bukannya membangun pendidikan biar masyarakatnya pinter malah dijelali makanan gak jelas yg gada urusannya dg kualitas pendidikan! Jangan mau kerja dimari bang #KaburAjaDulu dimari apapun jabatanmu kamu hanya akan jd kacung penguasa.,1962671885239664739,in
Tue Sep 02 00:20:03 +0000 2025,Manifesting aku bisa kek gini sambil #kaburajadulu aamiin,1962671829757370402,in
Mon Sep 01 23:47:52 +0000 2025,Kalo kakek masih hidup aku udah minta diajarin bahasa belanda seenggaknya ada bekal dikit kalo mau #KaburAjaDulu,1962663728379470264,in
Mon Sep 01 23:24:38 +0000 2025,manusia gentle parenting ga cocok hidup di lingkungan parenting VOC (a.k.a 🇮🇩) dah bener #KaburAjaDulu terus jangan pulang.,1962657883881119784,in
Mon Sep 01 23:00:27 +0000 2025,ralat bubar gpp asalkan w udah #KaburAjaDulu sekeluarga2 ane,1962651798587797768,in
Mon Sep 01 22:27:57 +0000 2025,wkwkwk anjing emang tai temen gue voters 02 dulu percaya bat ama 02 trus ngepost tentang kondisi sekarang aja cuman 1 kali eh sekarang malah di bandara dengan #kaburajadulu bangsat2,1962643620273746093,in
Mon Sep 01 22:24:02 +0000 2025,#kaburajadulu masih digaji pake duit rakyat,1962642631290487279,in
Mon Sep 01 21:56:04 +0000 2025,@rivouchhh ajak aku #kaburajadulu dong,1962635592992465374,in
Mon Sep 01 17:57:31 +0000 2025,penjualnya masih #kaburajadulu https://t.co/9NbckOUYFu,1962575562079428764,in
Mon Sep 01 16:48:00 +0000 2025,#KaburAjaDulu karena #IndonesiaGelap terasa hari ini.,1962558065879982555,in
Mon Sep 01 16:35:37 +0000 2025,Bahkan #KaburAjaDulu aja diwakilin DPR,1962554950850093154,in
Mon Sep 01 16:24:47 +0000 2025,@txtdrpemerintah #kaburajadulu gk nasionalis ,1962552224963498269,in
Mon Sep 01 16:08:03 +0000 2025,mau ganti pfp bagus mana guys? nyatet dosa pmrnth vs cosplay daypayer #kaburajadulu ? https://t.co/DqWPAy3bgd,1962548012208771542,in
Mon Sep 01 16:04:10 +0000 2025,@airinaash SAMAAA SIEEHHH harusnya yang #Kaburajadulu kita gasii bukan mereka ,1962547034785022313,in
Mon Sep 01 15:40:05 +0000 2025,Beneran pengen #KaburAjaDulu,1962540975370428929,in
Mon Sep 01 15:37:47 +0000 2025,sebuah upaya revitalisasi bencana agar misi #kaburajadulu saya dari indo ini terealisasikan kebangetan baiknya sih yee HR nya kalo email seminggu lebih teranggurkan masih dibales mah https://t.co/uf7Q5LICLm,1962540397273715022,in
Mon Sep 01 15:31:19 +0000 2025,mau mengambis #kaburajadulu lagi,1962538770710049182,in
Mon Sep 01 15:25:48 +0000 2025,@txtdrpemerintah Pada akhirnya yang menerapkan #kaburajadulu adalah pada DPR2 busuk,1962537381141344539,in
Mon Sep 01 15:23:37 +0000 2025,SEMANGAT MENUNTASKAN SEMUA INI sebelum #KaburAjaDulu ,1962536832329289913,in
Mon Sep 01 15:23:24 +0000 2025,@BukanAntarkota Makanya #KaburAjaDulu ke desa. Tarik uang di bank ke emas.,1962536777916555503,in
Mon Sep 01 15:20:34 +0000 2025,gamaoo anjing gamao cuih cuih lu kabur apa gw yg #KaburAjaDulu,1962536063605588314,in
Mon Sep 01 15:15:42 +0000 2025,Buat yang mau #KaburAjaDulu It s time to shine ,1962534837425987846,in
Mon Sep 01 15:12:04 +0000 2025,@lesyeuxdemic Gimana Dik testimoni #kaburajadulu udah makan nasi kandar 3x sehari atau belum,1962533924762173934,in
Mon Sep 01 14:44:50 +0000 2025,nemu guideline bagus buat yg mau s2 or jd diaspora https://t.co/yATsnowUlz #KaburAjaDulu,1962527069864378535,in
Mon Sep 01 14:06:34 +0000 2025,Pngen mengikuti jejak dpr #kaburajadulu but i love my people ,1962517440220500412,in
Mon Sep 01 13:54:03 +0000 2025,@toembal @Tan_Mar3M #KaburAjaDulu #IndonesiaGelap buat Sahroni...,1962514290491138282,in
Mon Sep 01 13:40:53 +0000 2025,@wipemd eh gapapa kan yang penting #kaburajadulu,1962510976479351270,in
Mon Sep 01 13:29:52 +0000 2025,@youngkiepage yakaannnn padahal enak bisa #kaburajadulu,1962508206212780216,in
Mon Sep 01 13:27:19 +0000 2025,@txtdrpemerintah #KaburAjaDulu Kepake jg ni tagar,1962507564887011812,in
Mon Sep 01 12:59:58 +0000 2025,@thebaddestazn fr fr ga bohong demi nasi padang dan #KaburAjaDulu LMFAO ,1962500683065962982,in
Mon Sep 01 12:56:44 +0000 2025,Sehari hari makin muak sama keadaan di negara ini? Punya cita cita #KaburAjaDulu ke negara negara seberang? The grass is always greener on the other side. Sekarang ada produk baru dari BarengApp buat dukung kamu #KaburAjaDulu Duolingo MAX https://t.co/UrZfWGBvTu https://t.co/HRfEz7SVCW,1962499868469100802,in
Mon Sep 01 12:56:33 +0000 2025,Ya allah pengen bgt jd bagian dari #KaburAjaDulu tahun depan boleh ya ya Allah?,1962499819798458652,in
Mon Sep 01 12:55:58 +0000 2025,74 taon idup gapernah napak tanah 98 rusuh dia #kaburajadulu ke yordan sekarang jadi presiden anak buahnya mayoritas orang2an mulyono raja ngibul. Kuat2 dah masih 4 taon lagi indo dipegang sama orang yg jalanin negara pake info ngibul anak buahnya &amp; khayalan dirinya sendiri,1962499676277764292,in
Mon Sep 01 12:32:38 +0000 2025,@asckurajo #kaburajadulu sejak taman kanak-kanak,1962493804126334985,in
Mon Sep 01 12:23:01 +0000 2025,@ryy0chan di koriya yuk #KaburAjaDulu,1962491381764759559,in
Mon Sep 01 12:15:14 +0000 2025,Mau kabur karena takut mendengar kritik dan aspirasi? Jangan tanggung-tanggung. Ini rekomendasi objek-objek angkasa untuk #KaburAjaDulu bagi jiwa-jiwa yang pengecut. Utas. https://t.co/2nAzlBK1dI,1962489425407209874,in
Mon Sep 01 12:09:19 +0000 2025,Kmrn kami #melipirsebentar bukan #kaburajadulu Hari ini kami kembali berjuang! https://t.co/ekq2H6qKul,1962487932985676250,in
Mon Sep 01 12:06:29 +0000 2025,[LiveNow] Chilling and Animal Crossing sambil aku kasi tips #KaburAjaDulu https://t.co/gfdFV1EaWd Boleh kirim pertanyaan juga di kolom chat. For international listener I ll share a bit about what happened in Indonesia #VtuberEN #VtuberID #UprisingVtuber https://t.co/vH4LrF0Krb,1962487221904380257,in
Mon Sep 01 12:05:07 +0000 2025,Ibu pertiwi bener-bener sedang bersusah hati. Wangmin mau makan aja kepikiran sama negeri ini eh sang pejabat malah #kaburajadulu pake uang rakyat.,1962486878344737209,in
Mon Sep 01 11:58:30 +0000 2025,#KaburAjaDulu kaburnya ke mars https://t.co/rw2OrNVE0o,1962485211415064727,in
Mon Sep 01 11:45:02 +0000 2025,untung ga jd balik indo lu susanti. ternyata susanti udah kabur ke malay duluan sblm maraknya ht #kaburajadulu,1962481824162324948,in
Mon Sep 01 10:56:01 +0000 2025,Representasi keluarga TKI yang cabut duluan sebelum ada kampanye #KaburAjaDulu,1962469489884459226,in
Mon Sep 01 10:25:42 +0000 2025,Ini gaji pertama #KaburAjaDulu aku weekly btw https://t.co/aNRDLDfkSv,1962461859141017670,in
Mon Sep 01 10:25:26 +0000 2025,@deryfuns Mau ikut #kaburajadulu tapi sadar uang masi kurang ,1962461793131094366,in
Mon Sep 01 10:16:16 +0000 2025,@txtdrpemerintah Tuh kan betul wakil rakyat ikutan juga #KaburAjaDulu udah tinggal di sana aja selamanya sampai akhir hayat. Di sini juga gak ada yg mengingini lu. Siapa juga yg menginginkan lu kembali ke sini kalo bukan buzer2 lu. Mereka mah kangen sama lu karena duit lu. Bukan lu nya. Malu2in..,1962459483034226809,in
Mon Sep 01 10:14:22 +0000 2025,@olliemycat kli mau #KaburAjaDulu,1962459007622451666,in
Mon Sep 01 09:58:55 +0000 2025,@nabblest pilihan mutlak #KaburAjaDulu ,1962455116809961670,in
Mon Sep 01 09:51:10 +0000 2025,Sumpah gapaham lg smp terangga kita nyariin job buat #kaburajadulu. Makaseee akaaaak!,1962453166164951379,in
Mon Sep 01 09:33:46 +0000 2025,Another temen gue indo lagi kacau nya real #KaburAjaDulu https://t.co/NxslPU6qGs,1962448790469902813,in
Mon Sep 01 09:30:43 +0000 2025,@darjofess Bener nder btw gak pengen #KaburAjaDulu ke pyongyang?. Disana adem ayem loh gak demo samsek,1962448019850502244,in
Mon Sep 01 09:26:10 +0000 2025,@arsipmim Kelanjutannya dia ikut #KaburAjaDulu ke Yordania bang,1962446875875012887,in
